inflected_form	lemma	pos
peppered	pepper	verb
peppering	pepper	verb
peppermint	peppermint	noun
peppermint's	peppermint	noun
peppermints	peppermint	noun
peppermints'	peppermint	noun
peppers	pepper	noun
peppers	pepper	verb
peppers'	pepper	noun
peppier	peppy	adjective
peppiest	peppy	adjective
peppy	peppy	adjective
peptic	peptic	adjective
pepticer	peptic	adjective
pepticest	peptic	adjective
peptide	peptide	noun
peptide's	peptide	noun
peptides	peptide	noun
peptides'	peptide	noun
perceive	perceive	verb
perceived	perceive	verb
perceived	perceived	adjective
perceiveder	perceived	adjective
perceivedest	perceived	adjective
perceives	perceive	verb
perceiving	perceive	verb
percent	percent	noun
percent's	percent	noun
percentage	percentage	noun
percentage's	percentage	noun
percentages	percentage	noun
percentages'	percentage	noun
percentile	percentile	noun
percentile's	percentile	noun
percentiles	percentile	noun
percentiles'	percentile	noun
percents	percent	noun
percents'	percent	noun
perceptible	perceptible	adjective
perceptibler	perceptible	adjective
perceptiblest	perceptible	adjective
perception	perception	noun
perception's	perception	noun
perceptions	perception	noun
perceptions'	perception	noun
perceptive	perceptive	adjective
perceptiver	perceptive	adjective
perceptivest	perceptive	adjective
perceptual	perceptual	adjective
perceptualer	perceptual	adjective
perceptualest	perceptual	adjective
perch	perch	noun
perch	perch	verb
perch's	perch	noun
perched	perch	verb
perches	perch	noun
perches	perch	verb
perches'	perch	noun
perching	perch	verb
percolation	percolation	noun
percolation's	percolation	noun
percolations	percolation	noun
percolations'	percolation	noun
percussion	percussion	noun
percussion's	percussion	noun
percussionist	percussionist	noun
percussionist's	percussionist	noun
percussionists	percussionist	noun
percussionists'	percussionist	noun
percussions	percussion	noun
percussions'	percussion	noun
percussive	percussive	adjective
percussiver	percussive	adjective
percussivest	percussive	adjective
perdition	perdition	noun
perdition's	perdition	noun
peregrine	peregrine	adjective
peregrine	peregrine	noun
peregrine's	peregrine	noun
peregriner	peregrine	adjective
peregrines	peregrine	noun
peregrines'	peregrine	noun
peregrinest	peregrine	adjective
peremptorier	peremptory	adjective
peremptoriest	peremptory	adjective
peremptory	peremptory	adjective
perennial	perennial	adjective
perennial	perennial	noun
perennial's	perennial	noun
perennialer	perennial	adjective
perennialest	perennial	adjective
perennials	perennial	noun
perennials'	perennial	noun
perfect	perfect	adjective
perfect	perfect	noun
perfect	perfect	verb
perfect's	perfect	noun
perfected	perfect	verb
perfected	perfected	adjective
perfecteder	perfected	adjective
perfectedest	perfected	adjective
perfecter	perfect	adjective
perfectest	perfect	adjective
perfecting	perfect	verb
perfection	perfection	noun
perfection's	perfection	noun
perfectionism	perfectionism	noun
perfectionism's	perfectionism	noun
perfectionist	perfectionist	noun
perfectionist's	perfectionist	noun
perfectionists	perfectionist	noun
perfectionists'	perfectionist	noun
perfective	perfective	noun
perfective's	perfective	noun
perfectives	perfective	noun
perfectives'	perfective	noun
perfectly	perfectly	adverb
perfects	perfect	noun
perfects	perfect	verb
perfects'	perfect	noun
perforated	perforated	adjective
perforateder	perforated	adjective
perforatedest	perforated	adjective
perforation	perforation	noun
perforation's	perforation	noun
perforations	perforation	noun
perforations'	perforation	noun
perform	perform	verb
performance	performance	noun
performance's	performance	noun
performances	performance	noun
performances'	performance	noun
performed	perform	verb
performer	performer	noun
performer's	performer	noun
performers	performer	noun
performers'	performer	noun
performing	perform	verb
performing	performing	noun
performing's	performing	noun
performings	performing	noun
performings'	performing	noun
performs	perform	verb
perfume	perfume	noun
perfume	perfume	verb
perfume's	perfume	noun
perfumed	perfume	verb
perfumed	perfumed	adjective
perfumeder	perfumed	adjective
perfumedest	perfumed	adjective
perfumer	perfumer	noun
perfumer's	perfumer	noun
perfumeries	perfumery	noun
perfumeries'	perfumery	noun
perfumers	perfumer	noun
perfumers'	perfumer	noun
perfumery	perfumery	noun
perfumery's	perfumery	noun
perfumes	perfume	noun
perfumes	perfume	verb
perfumes'	perfume	noun
perfuming	perfume	verb
perfunctorier	perfunctory	adjective
perfunctoriest	perfunctory	adjective
perfunctory	perfunctory	adjective
pergola	pergola	noun
pergola's	pergola	noun
pergolas	pergola	noun
pergolas'	pergola	noun
perhaps	perhaps	adverb
perhapser	perhaps	adverb
perhapsest	perhaps	adverb
perigee	perigee	noun
perigee's	perigee	noun
perigees	perigee	noun
perigees'	perigee	noun
perihelia	perihelion	noun
perihelia's	perihelion	noun
perihelion	perihelion	noun
perihelion's	perihelion	noun
peril	peril	noun
peril	peril	verb
peril's	peril	noun
periled	peril	verb
periling	peril	verb
perilous	perilous	adjective
perilouser	perilous	adjective
perilousest	perilous	adjective
perils	peril	noun
perils	peril	verb
perils'	peril	noun
perimeter	perimeter	noun
perimeter's	perimeter	noun
perimeters	perimeter	noun
perimeters'	perimeter	noun
period	period	noun
period's	period	noun
periodic	periodic	adjective
periodical	periodical	noun
periodical's	periodical	noun
periodicals	periodical	noun
periodicals'	periodical	noun
periodicer	periodic	adjective
periodicest	periodic	adjective
periodicities	periodicity	noun
periodicities'	periodicity	noun
periodicity	periodicity	noun
periodicity's	periodicity	noun
periods	period	noun
periods'	period	noun
peripatetic	peripatetic	adjective
peripatetic	peripatetic	noun
peripatetic's	peripatetic	noun
peripateticer	peripatetic	adjective
peripateticest	peripatetic	adjective
peripatetics	peripatetic	noun
peripatetics'	peripatetic	noun
peripheral	peripheral	adjective
peripheral	peripheral	noun
peripheral's	peripheral	noun
peripheraler	peripheral	adjective
peripheralest	peripheral	adjective
peripherals	peripheral	noun
peripherals'	peripheral	noun
peripheries	periphery	noun
peripheries'	periphery	noun
periphery	periphery	noun
periphery's	periphery	noun
periscope	periscope	noun
periscope's	periscope	noun
periscopes	periscope	noun
periscopes'	periscope	noun
perish	perish	verb
perishable	perishable	adjective
perishable	perishable	noun
perishable's	perishable	noun
perishabler	perishable	adjective
perishables	perishable	noun
perishables'	perishable	noun
perishablest	perishable	adjective
perished	perish	verb
perishes	perish	verb
perishing	perish	verb
periwinkle	periwinkle	noun
periwinkle's	periwinkle	noun
periwinkles	periwinkle	noun
periwinkles'	periwinkle	noun
perjuries	perjury	noun
perjuries'	perjury	noun
perjury	perjury	noun
perjury's	perjury	noun
perk	perk	noun
perk	perk	verb
perk's	perk	noun
perked	perk	verb
perkier	perky	adjective
perkiest	perky	adjective
perking	perk	verb
perks	perk	noun
perks	perk	verb
perks'	perk	noun
perky	perky	adjective
perm	perm	noun
perm	perm	verb
perm's	perm	noun
permafrost	permafrost	noun
permafrost's	permafrost	noun
permanence	permanence	noun
permanence's	permanence	noun
permanent	permanent	adjective
permanent	permanent	noun
permanent's	permanent	noun
permanenter	permanent	adjective
permanentest	permanent	adjective
permanents	permanent	noun
permanents'	permanent	noun
permeabilities	permeability	noun
permeabilities'	permeability	noun
permeability	permeability	noun
permeability's	permeability	noun
permeable	permeable	adjective
permeabler	permeable	adjective
permeablest	permeable	adjective
permeate	permeate	verb
permeated	permeate	verb
permeates	permeate	verb
permeating	permeate	verb
permed	perm	verb
perming	perm	verb
permissible	permissible	adjective
permissibler	permissible	adjective
permissiblest	permissible	adjective
permission	permission	noun
permission's	permission	noun
permissions	permission	noun
permissions'	permission	noun
permissive	permissive	adjective
permissiver	permissive	adjective
permissivest	permissive	adjective
permit	permit	noun
permit	permit	verb
permit's	permit	noun
permits	permit	noun
permits	permit	verb
permits'	permit	noun
permitted	permit	verb
permitting	permit	verb
perms	perm	noun
perms	perm	verb
perms'	perm	noun
permutation	permutation	noun
permutation's	permutation	noun
permutations	permutation	noun
permutations'	permutation	noun
pernicious	pernicious	adjective
perniciouser	pernicious	adjective
perniciousest	pernicious	adjective
peroxide	peroxide	noun
peroxide	peroxide	verb
peroxide's	peroxide	noun
peroxided	peroxide	verb
peroxides	peroxide	noun
peroxides	peroxide	verb
peroxides'	peroxide	noun
peroxiding	peroxide	verb
perpendicular	perpendicular	adjective
perpendicular	perpendicular	noun
perpendicular's	perpendicular	noun
perpendicularer	perpendicular	adjective
perpendicularest	perpendicular	adjective
perpendiculars	perpendicular	noun
perpendiculars'	perpendicular	noun
perpetrator	perpetrator	noun
perpetrator's	perpetrator	noun
perpetrators	perpetrator	noun
perpetrators'	perpetrator	noun
perpetual	perpetual	adjective
perpetualer	perpetual	adjective
perpetualest	perpetual	adjective
perpetuate	perpetuate	verb
perpetuated	perpetuate	verb
perpetuates	perpetuate	verb
perpetuating	perpetuate	verb
perpetuation	perpetuation	noun
perpetuation's	perpetuation	noun
perpetuity	perpetuity	noun
perpetuity's	perpetuity	noun
perplexed	perplexed	adjective
perplexeder	perplexed	adjective
perplexedest	perplexed	adjective
perplexing	perplexing	adjective
perplexinger	perplexing	adjective
perplexingest	perplexing	adjective
persecute	persecute	verb
persecuted	persecute	verb
persecutes	persecute	verb
persecuting	persecute	verb
persecution	persecution	noun
persecution's	persecution	noun
persecutions	persecution	noun
persecutions'	persecution	noun
perseverance	perseverance	noun
perseverance's	perseverance	noun
persevere	persevere	verb
persevered	persevere	verb
perseveres	persevere	verb
persevering	persevere	verb
persian	persian	adjective
persian	persian	noun
persian's	persian	noun
persianer	persian	adjective
persianest	persian	adjective
persians	persian	noun
persians'	persian	noun
persimmon	persimmon	noun
persimmon's	persimmon	noun
persimmons	persimmon	noun
persimmons'	persimmon	noun
persist	persist	verb
persisted	persist	verb
persistence	persistence	noun
persistence's	persistence	noun
persistent	persistent	adjective
persistenter	persistent	adjective
persistentest	persistent	adjective
persisting	persist	verb
persists	persist	verb
person	person	noun
person's	person	noun
persona	persona	noun
persona's	persona	noun
personae	persona	noun
personae's	persona	noun
personage	personage	noun
personage's	personage	noun
personages	personage	noun
personages'	personage	noun
personal	personal	adjective
personal	personal	noun
personal's	personal	noun
personaler	personal	adjective
personalest	personal	adjective
personalised	personalised	adjective
personaliseder	personalised	adjective
personalisedest	personalised	adjective
personalities	personality	noun
personalities'	personality	noun
personality	personality	noun
personality's	personality	noun
personalized	personalized	adjective
personalizeder	personalized	adjective
personalizedest	personalized	adjective
personally	personally	adverb
personals	personal	noun
personals'	personal	noun
personas	persona	noun
personas'	persona	noun
personhood	personhood	noun
personhood's	personhood	noun
personhoods	personhood	noun
personhoods'	personhood	noun
personification	personification	noun
personification's	personification	noun
personifications	personification	noun
personifications'	personification	noun
personnel	personnel	noun
personnel's	personnel	noun
persons	person	noun
persons'	person	noun
perspective	perspective	noun
perspective's	perspective	noun
perspectives	perspective	noun
perspectives'	perspective	noun
perspex	perspex	noun
perspex's	perspex	noun
perspexes	perspex	noun
perspexes'	perspex	noun
perspiration	perspiration	noun
perspiration's	perspiration	noun
perspirations	perspiration	noun
perspirations'	perspiration	noun
persuade	persuade	verb
persuaded	persuade	verb
persuades	persuade	verb
persuading	persuade	verb
persuasion	persuasion	noun
persuasion's	persuasion	noun
persuasions	persuasion	noun
persuasions'	persuasion	noun
persuasive	persuasive	adjective
persuasiver	persuasive	adjective
persuasivest	persuasive	adjective
pert	pert	adjective
pertain	pertain	verb
pertained	pertain	verb
pertaining	pertain	verb
pertains	pertain	verb
perter	pert	adjective
pertest	pert	adjective
pertinent	pertinent	adjective
pertinenter	pertinent	adjective
pertinentest	pertinent	adjective
perturbation	perturbation	noun
perturbation's	perturbation	noun
perturbations	perturbation	noun
perturbations'	perturbation	noun
perturbed	perturbed	adjective
perturbeder	perturbed	adjective
perturbedest	perturbed	adjective
peruvian	peruvian	adjective
peruvian	peruvian	noun
peruvian's	peruvian	noun
peruvianer	peruvian	adjective
peruvianest	peruvian	adjective
peruvians	peruvian	noun
peruvians'	peruvian	noun
pervasive	pervasive	adjective
pervasiver	pervasive	adjective
pervasivest	pervasive	adjective
perverse	perverse	adjective
perverser	perverse	adjective
perversest	perverse	adjective
perversion	perversion	noun
perversion's	perversion	noun
perversions	perversion	noun
perversions'	perversion	noun
pervert	pervert	noun
pervert	pervert	verb
pervert's	pervert	noun
perverted	pervert	verb
perverted	perverted	adjective
perverteder	perverted	adjective
pervertedest	perverted	adjective
perverting	pervert	verb
perverts	pervert	noun
perverts	pervert	verb
perverts'	pervert	noun
pesach	pesach	noun
pesach's	pesach	noun
pesaches	pesach	noun
pesaches'	pesach	noun
peskier	pesky	adjective
peskiest	pesky	adjective
pesky	pesky	adjective
peso	peso	noun
peso's	peso	noun
pesos	peso	noun
pesos'	peso	noun
pessimism	pessimism	noun
pessimism's	pessimism	noun
pessimistic	pessimistic	adjective
pessimisticer	pessimistic	adjective
pessimisticest	pessimistic	adjective
pest	pest	noun
pest's	pest	noun
pesticide	pesticide	noun
pesticide's	pesticide	noun
pesticides	pesticide	noun
pesticides'	pesticide	noun
pestilence	pestilence	noun
pestilence's	pestilence	noun
pestilences	pestilence	noun
pestilences'	pestilence	noun
pestle	pestle	noun
pestle	pestle	verb
pestle's	pestle	noun
pestled	pestle	verb
pestles	pestle	noun
pestles	pestle	verb
pestles'	pestle	noun
pestling	pestle	verb
pests	pest	noun
pests'	pest	noun
pet	pet	noun
pet	pet	verb
pet's	pet	noun
petal	petal	noun
petal's	petal	noun
petals	petal	noun
petals'	petal	noun
petite	petite	noun
petite's	petite	noun
petites	petite	noun
petites'	petite	noun
petition	petition	noun
petition	petition	verb
petition's	petition	noun
petitioned	petition	verb
petitioner	petitioner	noun
petitioner's	petitioner	noun
petitioners	petitioner	noun
petitioners'	petitioner	noun
petitioning	petition	verb
petitions	petition	noun
petitions	petition	verb
petitions'	petition	noun
petrel	petrel	noun
petrel's	petrel	noun
petrels	petrel	noun
petrels'	petrel	noun
petrochemical	petrochemical	noun
petrochemical's	petrochemical	noun
petrochemicals	petrochemical	noun
petrochemicals'	petrochemical	noun
petroglyph	petroglyph	noun
petroglyph's	petroglyph	noun
petroglyphs	petroglyph	noun
petroglyphs'	petroglyph	noun
petrol	petrol	noun
petrol's	petrol	noun
petroleum	petroleum	noun
petroleum's	petroleum	noun
petroleums	petroleum	noun
petroleums'	petroleum	noun
pets	pet	noun
pets	pet	verb
pets'	pet	noun
petted	pet	verb
petter	petter	noun
petter's	petter	noun
petters	petter	noun
petters'	petter	noun
petticoat	petticoat	noun
petticoat's	petticoat	noun
petticoats	petticoat	noun
petticoats'	petticoat	noun
pettier	petty	adjective
petties	petty	noun
petties'	petty	noun
pettiest	petty	adjective
petting	pet	verb
petting	petting	noun
petting's	petting	noun
pettings	petting	noun
pettings'	petting	noun
petty	petty	adjective
petty	petty	noun
petty's	petty	noun
petunia	petunia	noun
petunia's	petunia	noun
petunias	petunia	noun
petunias'	petunia	noun
pew	pew	noun
pew's	pew	noun
pews	pew	noun
pews'	pew	noun
pewter	pewter	noun
pewter's	pewter	noun
pewters	pewter	noun
pewters'	pewter	noun
peyote	peyote	noun
peyote's	peyote	noun
phage	phage	noun
phage's	phage	noun
phages	phage	noun
phages'	phage	noun
phalanges	phalanx	noun
phalanges'	phalanx	noun
phalanx	phalanx	noun
phalanx's	phalanx	noun
phalanxes	phalanx	noun
phalanxes'	phalanx	noun
phantasies	phantasy	noun
phantasies'	phantasy	noun
phantasy	phantasy	noun
phantasy's	phantasy	noun
phantom	phantom	noun
phantom's	phantom	noun
phantoms	phantom	noun
phantoms'	phantom	noun
pharaoh	pharaoh	noun
pharaoh's	pharaoh	noun
pharaohs	pharaoh	noun
pharaohs'	pharaoh	noun
pharaonic	pharaonic	adjective
pharaonicer	pharaonic	adjective
